name,slug,description,assets,facets,optionGroups,optionValues,sku,price,taxCategory,stockOnHand,trackInventory,variantAssets,variantFacets,variant:descriptionTab1Label,variant:descriptionTab1Visible,variant:descriptionTab1Content,product:brand,variant:optionTab1Label,variant:optionTab1Visible,variant:optionTab1Bar1Name,variant:optionTab1Bar1Visible,variant:optionTab1Bar1Min,variant:optionTab1Bar1Max,variant:optionTab1Bar1MinLabel,variant:optionTab1Bar1MaxLabel,variant:optionTab1Bar1Rating,variant:optionTab2Label,variant:optionTab2Visible,variant:optionTab2Bar1Name,variant:optionTab2Bar1Visible,variant:optionTab2Bar1MinLabel,variant:optionTab2Bar1MaxLabel,variant:frontPhoto,variant:backPhoto,variant:shortdescription,variant:optionTab1Bar2Name,variant:optionTab1Bar2Visible,variant:optionTab1Bar2MinLabel,variant:optionTab1Bar2MaxLabel,variant:optionTab1Bar2Min,variant:optionTab1Bar2Max,variant:optionTab1Bar2Rating,variant:optionTab2Bar1Rating,variant:optionTab2Bar2Name,variant:optionTab2Bar2Visible,variant:optionTab2Bar2MinLabel,variant:optionTab2Bar2MaxLabel,variant:optionTab2Bar2Rating,variant:optionTab2Bar3Name,variant:optionTab2Bar3Visible,variant:optionTab2Bar3MinLabel,variant:optionTab2Bar3MaxLabel,variant:optionTab2Bar3Rating
,,,,,,150,SN-BRD-Libtech-theda-150-Uni-2425,639.99,,,False,,,Long Description,True,,Libtech,Rider level,True,Difficulty rider level rating,False,10,100,,,,Terrain,False,Powder,False,,,Libtech/THEDA/Libtech-theda-top.png,Libtech/THEDA/Libtech-theda-2425-base.png,,Difficulty flex rating,True,Soft,Stiff,10,100,60.00000000000001,,All Mountain,False,,,,Resort,False,,,
,,,,,,153,SN-BRD-Libtech-theda-153-Uni-2425,639.99,,,False,,,Long Description,True,,Libtech,Rider level,True,Difficulty rider level rating,False,10,100,,,,Terrain,False,Powder,False,,,Libtech/THEDA/Libtech-theda-top.png,Libtech/THEDA/Libtech-theda-2425-base.png,,Difficulty flex rating,True,Soft,Stiff,10,100,60.00000000000001,,All Mountain,False,,,,Resort,False,,,
T.RICE PRO,libtech-snowboard-tricepro,,Libtech/T.RICE PRO/Libtech-tricepro-2425-top-base.png|Libtech/T.RICE PRO/Libtech-tricepro-2425-detail1.png|Libtech/T.RICE PRO/Libtech-tricepro-2425-detail2.png|Libtech/T.RICE PRO/Libtech-tricepro-2425-detail3.png|Libtech/T.RICE PRO/Libtech-tricepro-2425-detail4.png|Libtech/T.RICE PRO/Libtech-tricepro-2425-detail5.png|Libtech/T.RICE PRO/Libtech-tricepro-2425-profile1.png|Libtech/T.RICE PRO/Libtech-tricepro-2425-profile2.png),,length(cm),148,SN-BRD-Libtech-tricepro-148-Uni-2425,699.99,,,False,,,Long Description,True,,Libtech,Rider level,True,Difficulty rider level rating,False,10,100,,,,Terrain,False,Powder,False,,,Libtech/T.RICE PRO/Libtech-tricepro-top.png,Libtech/T.RICE PRO/Libtech-tricepro-2425-base.png,,Difficulty flex rating,True,Soft,Stiff,10,100,60.00000000000001,,All Mountain,False,,,,Resort,False,,,
,,,,,,153,SN-BRD-Libtech-tricepro-153-Uni-2425,699.99,,,False,,,Long Description,True,,Libtech,Rider level,True,Difficulty rider level rating,False,10,100,,,,Terrain,False,Powder,False,,,Libtech/T.RICE PRO/Libtech-tricepro-top.png,Libtech/T.RICE PRO/Libtech-tricepro-2425-base.png,,Difficulty flex rating,True,Soft,Stiff,10,100,60.00000000000001,,All Mountain,False,,,,Resort,False,,,
,,,,,,155,SN-BRD-Libtech-tricepro-155-Uni-2425,699.99,,,False,,,Long Description,True,,Libtech,Rider level,True,Difficulty rider level rating,False,10,100,,,,Terrain,False,Powder,False,,,Libtech/T.RICE PRO/Libtech-tricepro-top.png,Libtech/T.RICE PRO/Libtech-tricepro-2425-base.png,,Difficulty flex rating,True,Soft,Stiff,10,100,65.0,,All Mountain,False,,,,Resort,False,,,
,,,,,,157,SN-BRD-Libtech-tricepro-157-Uni-2425,699.99,,,False,,,Long Description,True,,Libtech,Rider level,True,Difficulty rider level rating,False,10,100,,,,Terrain,False,Powder,False,,,Libtech/T.RICE PRO/Libtech-tricepro-top.png,Libtech/T.RICE PRO/Libtech-tricepro-2425-base.png,,Difficulty flex rating,True,Soft,Stiff,10,100,70.0,,All Mountain,False,,,,Resort,False,,,
,,,,,,157W,SN-BRD-Libtech-tricepro-157W-Uni-2425,699.99,,,False,,,Long Description,True,,Libtech,Rider level,True,Difficulty rider level rating,False,10,100,,,,Terrain,False,Powder,False,,,Libtech/T.RICE PRO/Libtech-tricepro-top.png,Libtech/T.RICE PRO/Libtech-tricepro-2425-base.png,,Difficulty flex rating,True,Soft,Stiff,10,100,70.0,,All Mountain,False,,,,Resort,False,,,
,,,,,,159,SN-BRD-Libtech-tricepro-159-Uni-2425,699.99,,,False,,,Long Description,True,,Libtech,Rider level,True,Difficulty rider level rating,False,10,100,,,,Terrain,False,Powder,False,,,Libtech/T.RICE PRO/Libtech-tricepro-top.png,Libtech/T.RICE PRO/Libtech-tricepro-2425-base.png,,Difficulty flex rating,True,Soft,Stiff,10,100,70.0,,All Mountain,False,,,,Resort,False,,,
,,,,,,161,SN-BRD-Libtech-tricepro-161-Uni-2425,699.99,,,False,,,Long Description,True,,Libtech,Rider level,True,Difficulty rider level rating,False,10,100,,,,Terrain,False,Powder,False,,,Libtech/T.RICE PRO/Libtech-tricepro-top.png,Libtech/T.RICE PRO/Libtech-tricepro-2425-base.png,,Difficulty flex rating,True,Soft,Stiff,10,100,70.0,,All Mountain,False,,,,Resort,False,,,
,,,,,,161W,SN-BRD-Libtech-tricepro-161W-Uni-2425,699.99,,,False,,,Long Description,True,,Libtech,Rider level,True,Difficulty rider level rating,False,10,100,,,,Terrain,False,Powder,False,,,Libtech/T.RICE PRO/Libtech-tricepro-top.png,Libtech/T.RICE PRO/Libtech-tricepro-2425-base.png,,Difficulty flex rating,True,Soft,Stiff,10,100,70.0,,All Mountain,False,,,,Resort,False,,,
,,,,,,164,SN-BRD-Libtech-tricepro-164-Uni-2425,699.99,,,False,,,Long Description,True,,Libtech,Rider level,True,Difficulty rider level rating,False,10,100,,,,Terrain,False,Powder,False,,,Libtech/T.RICE PRO/Libtech-tricepro-top.png,Libtech/T.RICE PRO/Libtech-tricepro-2425-base.png,,Difficulty flex rating,True,Soft,Stiff,10,100,70.0,,All Mountain,False,,,,Resort,False,,,
,,,,,,164W,SN-BRD-Libtech-tricepro-164W-Uni-2425,699.99,,,False,,,Long Description,True,,Libtech,Rider level,True,Difficulty rider level rating,False,10,100,,,,Terrain,False,Powder,False,,,Libtech/T.RICE PRO/Libtech-tricepro-top.png,Libtech/T.RICE PRO/Libtech-tricepro-2425-base.png,,Difficulty flex rating,True,Soft,Stiff,10,100,70.0,,All Mountain,False,,,,Resort,False,,,
T.RICE PRO CAMBER,libtech-snowboard-triceprocamber,,Libtech/T.RICE PRO CAMBER/Libtech-triceprocamber-2425-top-base.png|Libtech/T.RICE PRO CAMBER/Libtech-triceprocamber-2425-detail1.png|Libtech/T.RICE PRO CAMBER/Libtech-triceprocamber-2425-detail2.png|Libtech/T.RICE PRO CAMBER/Libtech-triceprocamber-2425-detail3.png|Libtech/T.RICE PRO CAMBER/Libtech-triceprocamber-2425-detail4.png|Libtech/T.RICE PRO CAMBER/Libtech-triceprocamber-2425-detail5.png|Libtech/T.RICE PRO CAMBER/Libtech-triceprocamber-2425-profile1.png|Libtech/T.RICE PRO CAMBER/Libtech-triceprocamber-2425-profile2.png),,length(cm),155,SN-BRD-Libtech-triceprocamber-155-Uni-2425,699.99,,,False,,,Long Description,True,,Libtech,Rider level,False,Difficulty rider level rating,False,10,100,,,,Terrain,False,Powder,False,,,Libtech/T.RICE PRO CAMBER/Libtech-triceprocamber-top.png,Libtech/T.RICE PRO CAMBER/Libtech-triceprocamber-2425-base.png,,Difficulty flex rating,False,,,10,100,,,All Mountain,False,,,,Resort,False,,,
,,,,,,157,SN-BRD-Libtech-triceprocamber-157-Uni-2425,699.99,,,False,,,Long Description,True,,Libtech,Rider level,False,Difficulty rider level rating,False,10,100,,,,Terrain,False,Powder,False,,,Libtech/T.RICE PRO CAMBER/Libtech-triceprocamber-top.png,Libtech/T.RICE PRO CAMBER/Libtech-triceprocamber-2425-base.png,,Difficulty flex rating,False,,,10,100,,,All Mountain,False,,,,Resort,False,,,
,,,,,,159,SN-BRD-Libtech-triceprocamber-159-Uni-2425,699.99,,,False,,,Long Description,True,,Libtech,Rider level,False,Difficulty rider level rating,False,10,100,,,,Terrain,False,Powder,False,,,Libtech/T.RICE PRO CAMBER/Libtech-triceprocamber-top.png,Libtech/T.RICE PRO CAMBER/Libtech-triceprocamber-2425-base.png,,Difficulty flex rating,False,,,10,100,,,All Mountain,False,,,,Resort,False,,,
,,,,,,161W,SN-BRD-Libtech-triceprocamber-161W-Uni-2425,699.99,,,False,,,Long Description,True,,Libtech,Rider level,False,Difficulty rider level rating,False,10,100,,,,Terrain,False,Powder,False,,,Libtech/T.RICE PRO CAMBER/Libtech-triceprocamber-top.png,Libtech/T.RICE PRO CAMBER/Libtech-triceprocamber-2425-base.png,,Difficulty flex rating,False,,,10,100,,,All Mountain,False,,,,Resort,False,,,
SNOSK8 DECK,libtech-snowskate-snosk8deck,,Libtech/SNOSK8 DECK/Libtech-snosk8deck-2425-top-base.png|Libtech/SNOSK8 DECK/Libtech-snosk8deck-2425-detail1.png|Libtech/SNOSK8 DECK/Libtech-snosk8deck-2425-detail2.png|Libtech/SNOSK8 DECK/Libtech-snosk8deck-2425-detail3.png|Libtech/SNOSK8 DECK/Libtech-snosk8deck-2425-detail4.png|Libtech/SNOSK8 DECK/Libtech-snosk8deck-2425-detail5.png|Libtech/SNOSK8 DECK/Libtech-snosk8deck-2425-profile1.png|Libtech/SNOSK8 DECK/Libtech-snosk8deck-2425-profile2.png),,length(cm),39,SN-BRD-Libtech-snosk8deck-39-Uni-2425,309.99,,,False,,,Long Description,True,,Libtech,Rider level,False,Difficulty rider level rating,False,10,100,,,,Terrain,False,Powder,False,,,Libtech/SNOSK8 DECK/Libtech-snosk8deck-top.png,Libtech/SNOSK8 DECK/Libtech-snosk8deck-2425-base.png,,Difficulty flex rating,False,,,10,100,,,All Mountain,False,,,,Resort,False,,,
snowskate,libtech-snowskate-snowskate,,Libtech/snowskate/Libtech-snowskate-2425-top-base.png|Libtech/snowskate/Libtech-snowskate-2425-detail1.png|Libtech/snowskate/Libtech-snowskate-2425-detail2.png|Libtech/snowskate/Libtech-snowskate-2425-detail3.png|Libtech/snowskate/Libtech-snowskate-2425-detail4.png|Libtech/snowskate/Libtech-snowskate-2425-detail5.png|Libtech/snowskate/Libtech-snowskate-2425-profile1.png|Libtech/snowskate/Libtech-snowskate-2425-profile2.png),,length(cm),"97,5","SN-BRD-Libtech-snowskate-97,5-Uni-2425",539.99,,,False,,,Long Description,True,,Libtech,Rider level,False,Difficulty rider level rating,False,10,100,,,,Terrain,False,Powder,False,,,Libtech/snowskate/Libtech-snowskate-top.png,Libtech/snowskate/Libtech-snowskate-2425-base.png,,Difficulty flex rating,False,,,10,100,,,All Mountain,False,,,,Resort,False,,,
,,,,,,120,SN-BRD-Libtech-snowskate-120-Uni-2425,689.99,,,False,,,Long Description,True,,Libtech,Rider level,False,Difficulty rider level rating,False,10,100,,,,Terrain,False,Powder,False,,,Libtech/snowskate /Libtech-snowskate-top.png,Libtech/snowskate /Libtech-snowskate-2425-base.png,,Difficulty flex rating,False,,,10,100,,,All Mountain,False,,,,Resort,False,,,
Live Wire MBHC classic ,moonchildsnowboards--livewirembhcclassic,"
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Moonchild Snowboards /Live Wire MBHC classic /MoonchildSnowboards-livewirembhcclassic--top-base.png|Moonchild Snowboards /Live Wire MBHC classic /MoonchildSnowboards-livewirembhcclassic--detail1.png|Moonchild Snowboards /Live Wire MBHC classic /MoonchildSnowboards-livewirembhcclassic--detail2.png|Moonchild Snowboards /Live Wire MBHC classic /MoonchildSnowboards-livewirembhcclassic--detail3.png|Moonchild Snowboards /Live Wire MBHC classic /MoonchildSnowboards-livewirembhcclassic--detail4.png|Moonchild Snowboards /Live Wire MBHC classic /MoonchildSnowboards-livewirembhcclassic--detail5.png|Moonchild Snowboards /Live Wire MBHC classic /MoonchildSnowboards-livewirembhcclassic--profile1.png|Moonchild Snowboards /Live Wire MBHC classic /MoonchildSnowboards-livewirembhcclassic--profile2.png),,length(cm),158,SN-BRD-MoonchildSnowboards-livewirembhcclassic-158-White-,659.0,Standard,,False,,,Long Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>",Moonchild Snowboards ,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,80.0,Terrain,True,Powder,True,,,Moonchild Snowboards /Live Wire MBHC classic /MoonchildSnowboards-livewirembhcclassic-top.png,Moonchild Snowboards /Live Wire MBHC classic /MoonchildSnowboards-livewirembhcclassic--base.png,,Difficulty flex rating,True,Soft,Stiff,10,100,75.0,70.0,All Mountain,True,,,100.0,Resort,False,,,
Malibu ,moonchildsnowboards-snowboard-malibu,"
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Moonchild Snowboards /Malibu /MoonchildSnowboards-malibu-2425-top-base.png|Moonchild Snowboards /Malibu /MoonchildSnowboards-malibu-2425-detail1.png|Moonchild Snowboards /Malibu /MoonchildSnowboards-malibu-2425-detail2.png|Moonchild Snowboards /Malibu /MoonchildSnowboards-malibu-2425-detail3.png|Moonchild Snowboards /Malibu /MoonchildSnowboards-malibu-2425-detail4.png|Moonchild Snowboards /Malibu /MoonchildSnowboards-malibu-2425-detail5.png|Moonchild Snowboards /Malibu /MoonchildSnowboards-malibu-2425-profile1.png|Moonchild Snowboards /Malibu /MoonchildSnowboards-malibu-2425-profile2.png),,length(cm),152,SN-BRD-MoonchildSnowboards-malibu-152-White-2425,629.0,Standard,,False,,,Long Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>",Moonchild Snowboards ,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Terrain,True,Powder,True,,,Moonchild Snowboards /Malibu /MoonchildSnowboards-malibu-top.png,Moonchild Snowboards /Malibu /MoonchildSnowboards-malibu-2425-base.png,,Difficulty flex rating,True,Soft,Stiff,10,100,70.0,80.0,All Mountain,True,,,100.0,Resort,False,,,
,,,,,,155,SN-BRD-MoonchildSnowboards-malibu-155-White-2425,629.0,Standard,,False,,,Long Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>",Moonchild Snowboards ,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Terrain,True,Powder,True,,,Moonchild Snowboards /Malibu /MoonchildSnowboards-malibu-top.png,Moonchild Snowboards /Malibu /MoonchildSnowboards-malibu-2425-base.png,"<!-- Korte omschrijving -->
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Difficulty flex rating,True,Soft,Stiff,10,100,70.0,80.0,All Mountain,True,,,100.0,Resort,False,,,
,,,,,,158,SN-BRD-MoonchildSnowboards-malibu-158-White-2425,629.0,Standard,,False,,,Long Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>",Moonchild Snowboards ,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Terrain,True,Powder,True,,,Moonchild Snowboards /Malibu /MoonchildSnowboards-malibu-top.png,Moonchild Snowboards /Malibu /MoonchildSnowboards-malibu-2425-base.png,"<!-- Korte omschrijving -->
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Difficulty flex rating,True,Soft,Stiff,10,100,70.0,80.0,All Mountain,True,,,100.0,Resort,False,,,
Malibu Mars ,moonchildsnowboards-snowboard-malibumars,"
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Moonchild Snowboards /Malibu Mars /MoonchildSnowboards-malibumars-2425-top-base.png|Moonchild Snowboards /Malibu Mars /MoonchildSnowboards-malibumars-2425-detail1.png|Moonchild Snowboards /Malibu Mars /MoonchildSnowboards-malibumars-2425-detail2.png|Moonchild Snowboards /Malibu Mars /MoonchildSnowboards-malibumars-2425-detail3.png|Moonchild Snowboards /Malibu Mars /MoonchildSnowboards-malibumars-2425-detail4.png|Moonchild Snowboards /Malibu Mars /MoonchildSnowboards-malibumars-2425-detail5.png|Moonchild Snowboards /Malibu Mars /MoonchildSnowboards-malibumars-2425-profile1.png|Moonchild Snowboards /Malibu Mars /MoonchildSnowboards-malibumars-2425-profile2.png),,length(cm),155,SN-BRD-MoonchildSnowboards-malibumars-155-Black-2425,659.0,Standard,,False,,,Long Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>",Moonchild Snowboards ,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Terrain,True,Powder,True,,,Moonchild Snowboards /Malibu Mars /MoonchildSnowboards-malibumars-top.png,Moonchild Snowboards /Malibu Mars /MoonchildSnowboards-malibumars-2425-base.png,,Difficulty flex rating,True,Soft,Stiff,10,100,70.0,80.0,All Mountain,True,,,100.0,Resort,False,,,
,,,,,,158,SN-BRD-MoonchildSnowboards-malibumars-158-Black-2425,659.0,Standard,,False,,,Long Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>",Moonchild Snowboards ,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,70.0,Terrain,True,Powder,True,,,Moonchild Snowboards /Malibu Mars /MoonchildSnowboards-malibumars-top.png,Moonchild Snowboards /Malibu Mars /MoonchildSnowboards-malibumars-2425-base.png,"<!-- Korte omschrijving -->
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Difficulty flex rating,True,Soft,Stiff,10,100,70.0,80.0,All Mountain,True,,,100.0,Resort,False,,,
Space racer,moonchildsnowboards-snowboard-spaceracer,"
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Moonchild Snowboards /Space racer/MoonchildSnowboards-spaceracer-2425-top-base.png|Moonchild Snowboards /Space racer/MoonchildSnowboards-spaceracer-2425-detail1.png|Moonchild Snowboards /Space racer/MoonchildSnowboards-spaceracer-2425-detail2.png|Moonchild Snowboards /Space racer/MoonchildSnowboards-spaceracer-2425-detail3.png|Moonchild Snowboards /Space racer/MoonchildSnowboards-spaceracer-2425-detail4.png|Moonchild Snowboards /Space racer/MoonchildSnowboards-spaceracer-2425-detail5.png|Moonchild Snowboards /Space racer/MoonchildSnowboards-spaceracer-2425-profile1.png|Moonchild Snowboards /Space racer/MoonchildSnowboards-spaceracer-2425-profile2.png),,length(cm),153,SN-BRD-MoonchildSnowboards-spaceracer-153-Black-2425,849.0,Standard,,False,,,Long Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>",Moonchild Snowboards ,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,90.0,Terrain,True,Powder,True,,,Moonchild Snowboards /Space racer/MoonchildSnowboards-spaceracer-top.png,Moonchild Snowboards /Space racer/MoonchildSnowboards-spaceracer-2425-base.png,,Difficulty flex rating,True,Soft,Stiff,10,100,80.0,100.0,All Mountain,True,,,80.0,Resort,False,,,
,,,,,,156,SN-BRD-MoonchildSnowboards-spaceracer-156-Black-2425,849.0,Standard,,False,,,Long Description,True,"
<div class=""product-details"">
    <h2>Belangrijkste kenmerken:</h2>
    <ul>
        <li><strong>Profiel omschrijving:</strong> Hybride camber met positieve camber tussen de voeten en opwaartse tip en tail,</li>
        <li><strong>Core omschrijving:</strong> Poplar en Paulownia Classic Core, versterkt met Ash stringers voor stabiliteit,</li>
        <li><strong>Reinforcements:</strong> Strategische Ash versterkingen voor duurzaamheid en absorptie,</li>
        <li><strong>Base omschrijving:</strong> Gerecyclede basis voor snelheid en duurzaamheid,</li>
        <li><strong>Sidewalls:</strong> Elliptische sidecut voor veelzijdigheid en soepele bochten,</li>
    </ul>
    <p>De <strong>United Shapes Object 148</strong> biedt een perfecte balans tussen speelsheid, stabiliteit en duurzaamheid, ideaal voor freestyle-liefhebbers die prestaties combineren met respect voor de natuur,</p>
</div>",Moonchild Snowboards ,Rider level,True,Difficulty rider level rating,True,10,100,Beginner,Expert,90.0,Terrain,True,Powder,True,,,Moonchild Snowboards /Space racer/MoonchildSnowboards-spaceracer-top.png,Moonchild Snowboards /Space racer/MoonchildSnowboards-spaceracer-2425-base.png,"<!-- Korte omschrijving -->
<div class=""short-description"">
    <p>De <strong>United Shapes Object 148</strong> is een veelzijdige freestyle twin voor snowboarders van alle niveaus, Met een hybride camberprofiel, zachte flex en duurzame materialen biedt dit unisex board een soepele, speelse rit in het park en op de piste,</p>
</div>",Difficulty flex rating,True,Soft,Stiff,10,100,80.0,100.0,All Mountain,True,,,80.0,Resort,False,,,
